Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Mollisol	0.134	2.085	45.009	36.648	4.23	0.004	0.016	0.963	0.302	0.048	0.451	0.529	0.157	0.631	0.05	1.472	543.274	1.364	15.791	0.006	0.985
Mollisol	0.134	2.085	45.959	36.49	4.28	0.004	0.017	0.962	0.295	0.047	0.451	0.528	0.157	0.619	0.05	1.455	532.928	1.412	15.847	0.006	0.986
Mollisol	0.134	2.079	22.486	24.661	7.267	0.004	0.097	0.865	0.362	0.036	0.487	0.469	0.149	0.433	0.053	0.717	367.651	4.14	11.791	0.006	0.989
Mollisol	0.134	0.508	41.652	59.784	8.566	0.003	0.063	0.894	0.283	0.031	0.393	0.441	0.164	0.432	0.047	1.885	632.435	2.682	15.022	0.005	0.743
Mollisol	0.134	1.843	28.098	85.367	15.705	0.006	0.088	0.964	0.016	0.044	0.363	0.545	0.17	0.65	0.092	1.18	762.368	1.968	9.485	0.003	0.971
Mollisol	0.134	1.842	28.294	83.605	15.943	0.006	0.088	0.962	0.011	0.044	0.361	0.545	0.169	0.639	0.092	1.166	716.17	2.143	9.471	0.003	0.98
Mollisol	0.134	2.754	31.717	56.084	10.56	0.01	0.083	0.915	0.523	0.05	0.406	0.536	0.156	0.636	0.075	1.866	641.771	4.452	6.788	0.009	0.903
Mollisol	0.134	1.172	49.003	31.64	27.851	0.007	0.056	0.967	0.017	0.043	0.391	0.498	0.157	0.622	0.058	1.64	341.624	2.709	7.409	0.004	0.923
Mollisol	0.134	0.781	45.622	16.042	4.199	0.007	0.022	0.94	0.016	0.022	0.3	0.504	0.212	0.613	0.057	1.531	266.443	1.739	13.588	0.003	0.965
Mollisol	0.134	0.77	45.936	16.112	4.194	0.007	0.021	0.943	0.017	0.022	0.299	0.503	0.211	0.605	0.057	1.526	268.142	1.74	13.8	0.003	0.966
Mollisol	0.134	2.957	36.508	60.899	10.142	0.006	0.062	0.92	0.441	0.026	0.314	0.471	0.19	0.477	0.054	0.903	208.085	4.423	12.684	0.006	0.986
Mollisol	0.134	2.948	36.584	59.691	9.884	0.006	0.064	0.922	0.442	0.025	0.317	0.465	0.189	0.485	0.054	0.912	207.332	4.419	12.782	0.006	0.988
Mollisol	0.134	1.216	47.73	26.821	17.683	0.003	0.059	0.958	0.012	0.038	0.352	0.55	0.182	0.609	0.038	1.34	978.657	4.998	6.282	0.004	0.975
Mollisol	0.134	1.225	47.812	26.672	17.667	0.003	0.059	0.956	0.013	0.037	0.351	0.549	0.182	0.606	0.038	1.373	977.31	4.998	6.284	0.004	0.974
Mollisol	0.134	1.208	47.828	26.622	17.841	0.003	0.06	0.957	0.013	0.038	0.353	0.551	0.181	0.609	0.038	1.351	981.545	4.999	6.37	0.004	0.975
Mollisol	0.134	1.228	48.02	26.12	17.686	0.003	0.059	0.947	0.013	0.038	0.353	0.549	0.182	0.605	0.038	1.481	976.776	4.995	6.399	0.004	0.974
Mollisol	0.134	1.251	48.001	25.84	17.617	0.003	0.058	0.943	0.012	0.038	0.353	0.546	0.182	0.598	0.038	1.53	974.645	4.997	6.39	0.004	0.972
Mollisol	0.134	1.252	47.903	25.491	17.737	0.003	0.058	0.939	0.011	0.038	0.353	0.546	0.181	0.6	0.038	1.569	977.38	4.997	6.499	0.004	0.972
Mollisol	0.134	0.211	42.139	39.638	7.215	0.007	0.043	0.913	0.568	0.044	0.387	0.518	0.162	0.606	0.046	1.946	278.313	3.231	10.316	0.006	0.756
Mollisol	0.134	2.147	36.146	97.139	15.177	0.005	0.07	0.854	0.339	0.048	0.433	0.499	0.15	0.532	0.057	1.997	767.692	1.886	15.969	0.004	0.964
Mollisol	0.134	2.184	36.472	95.204	16.09	0.005	0.064	0.858	0.326	0.05	0.434	0.499	0.148	0.523	0.053	1.995	756.426	1.908	15.97	0.004	0.973
Mollisol	0.134	2.186	36.385	95.167	16.025	0.005	0.064	0.859	0.326	0.05	0.435	0.499	0.148	0.522	0.053	1.994	752.729	1.91	15.983	0.004	0.974
Mollisol	0.134	2.193	36.681	95.004	16.016	0.004	0.063	0.86	0.328	0.05	0.437	0.499	0.148	0.52	0.052	1.992	750.936	1.915	15.953	0.004	0.976
Mollisol	0.134	1.95	30.13	70.122	11.004	0.006	0.062	0.915	0.181	0.045	0.432	0.502	0.149	0.62	0.071	0.765	239.912	2.193	10.966	0.003	0.972
Mollisol	0.134	2.287	35.735	74.552	5.162	0.004	0.08	0.866	0.786	0.025	0.426	0.394	0.166	0.227	0.08	0.58	356.661	4.142	14.157	0.005	0.624
Mollisol	0.134	2.322	35.904	74.537	5.446	0.004	0.08	0.863	0.777	0.025	0.427	0.396	0.166	0.221	0.08	0.582	352.556	4.179	14.069	0.005	0.634
Mollisol	0.135	1.132	43.607	45.109	1.506	0.002	0.013	0.901	0.363	0.011	0.247	0.418	0.243	0.304	0.048	1.004	434.451	4.318	9.027	0.005	0.979
Mollisol	0.135	1.131	43.688	45.332	1.528	0.002	0.014	0.902	0.361	0.011	0.247	0.419	0.243	0.307	0.048	1.009	433.131	4.308	9.039	0.005	0.979
Mollisol	0.135	1.131	43.747	45.576	1.557	0.002	0.014	0.903	0.359	0.011	0.246	0.419	0.243	0.311	0.048	1.016	432.086	4.301	9.06	0.005	0.979
Mollisol	0.135	1.13	43.928	46.208	1.628	0.002	0.015	0.906	0.354	0.011	0.244	0.42	0.244	0.32	0.048	1.032	428.747	4.28	9.104	0.005	0.979
Mollisol	0.135	1.131	43.946	46.353	1.65	0.002	0.015	0.906	0.352	0.011	0.243	0.421	0.245	0.322	0.048	1.037	428.542	4.278	9.124	0.005	0.979
Mollisol	0.135	1.131	43.972	46.463	1.665	0.002	0.015	0.907	0.351	0.011	0.243	0.421	0.245	0.323	0.048	1.041	428.183	4.275	9.137	0.005	0.979
Mollisol	0.135	1.131	43.972	46.463	1.665	0.002	0.015	0.907	0.351	0.011	0.243	0.421	0.245	0.323	0.048	1.041	428.183	4.275	9.137	0.005	0.979
Mollisol	0.135	1.131	44.029	46.622	1.68	0.002	0.015	0.907	0.35	0.011	0.242	0.421	0.245	0.326	0.048	1.044	427.173	4.269	9.144	0.005	0.979
Mollisol	0.135	1.13	44.045	46.552	1.666	0.002	0.015	0.907	0.352	0.011	0.243	0.421	0.245	0.325	0.048	1.041	426.899	4.268	9.127	0.005	0.98
Mollisol	0.135	1.13	44.045	46.552	1.666	0.002	0.015	0.907	0.352	0.011	0.243	0.421	0.245	0.325	0.048	1.041	426.899	4.268	9.127	0.005	0.98
Mollisol	0.135	1.13	44.026	46.48	1.657	0.002	0.015	0.907	0.352	0.011	0.243	0.421	0.245	0.324	0.048	1.039	427.219	4.27	9.121	0.005	0.98
Mollisol	0.135	1.13	44.033	46.47	1.654	0.002	0.015	0.907	0.353	0.011	0.243	0.42	0.244	0.324	0.048	1.038	427.074	4.27	9.116	0.005	0.98
Mollisol	0.135	1.608	32.425	28.98	12.923	0.01	0.074	0.982	0.303	0.05	0.41	0.518	0.161	0.489	0.096	1.431	489.981	4.923	8.74	0.008	0.913
Mollisol	0.135	0.683	24.671	68.774	1.052	0.004	0.029	0.92	0.625	0.018	0.295	0.438	0.209	0.384	0.098	1.619	794.484	3.899	15.993	0.004	0.745
Mollisol	0.135	0.733	25.159	69.252	1.06	0.004	0.026	0.931	0.61	0.019	0.302	0.438	0.204	0.383	0.099	1.621	798.837	4.038	15.99	0.004	0.739
Mollisol	0.135	0.731	25.184	69.121	1.006	0.004	0.024	0.93	0.603	0.02	0.305	0.438	0.202	0.378	0.1	1.628	798.83	3.924	15.991	0.004	0.735
Mollisol	0.135	2.086	44.36	37.767	3.761	0.005	0.014	0.945	0.31	0.049	0.437	0.529	0.154	0.623	0.052	1.463	516.811	1.369	15.964	0.007	0.967
Mollisol	0.135	2.086	44.36	37.767	3.761	0.005	0.014	0.945	0.31	0.049	0.437	0.529	0.154	0.623	0.052	1.463	516.811	1.369	15.964	0.007	0.967
Mollisol	0.135	2.083	43.895	37.142	3.936	0.004	0.014	0.955	0.324	0.049	0.443	0.53	0.155	0.63	0.051	1.472	537.17	1.349	15.753	0.007	0.972
Mollisol	0.135	2.135	25.789	28.214	8.424	0.003	0.098	0.861	0.358	0.037	0.474	0.473	0.153	0.449	0.046	0.725	397.308	4.108	11.319	0.007	0.949
Mollisol	0.135	1.841	28.1	88.031	15.695	0.006	0.088	0.965	0.013	0.044	0.364	0.546	0.169	0.655	0.092	1.192	791.038	1.853	9.544	0.003	0.968
Mollisol	0.135	1.841	28.088	84.862	15.728	0.006	0.088	0.965	0.018	0.044	0.362	0.543	0.169	0.648	0.092	1.188	755.569	2.005	9.568	0.003	0.969
Mollisol	0.135	2.737	32.929	56.422	9.118	0.01	0.08	0.916	0.531	0.05	0.404	0.538	0.159	0.633	0.071	1.981	629.076	4.459	6.785	0.009	0.8
Mollisol	0.135	2.769	32.308	56.581	9.536	0.01	0.083	0.914	0.528	0.05	0.405	0.536	0.157	0.638	0.074	1.9	634.873	4.451	6.845	0.009	0.829
Mollisol	0.135	1.2	49.399	31.846	28.943	0.007	0.055	0.969	0.011	0.043	0.381	0.503	0.16	0.617	0.061	1.612	379.53	2.675	7.349	0.004	0.942
Mollisol	0.135	0.803	45.033	15.83	4.161	0.007	0.026	0.926	0.014	0.022	0.297	0.507	0.216	0.62	0.056	1.559	255.07	1.768	13.418	0.003	0.962
Mollisol	0.135	0.793	45.425	15.925	4.145	0.007	0.024	0.932	0.015	0.022	0.297	0.507	0.215	0.613	0.056	1.552	259.372	1.771	13.52	0.003	0.963
Mollisol	0.135	0.781	45.76	16.016	4.157	0.007	0.022	0.938	0.016	0.022	0.298	0.506	0.213	0.607	0.057	1.54	264.481	1.761	13.655	0.003	0.965
Mollisol	0.135	1.385	15.042	46.693	2.496	0.006	0.062	0.926	0.166	0.029	0.348	0.494	0.186	0.449	0.065	1.585	497.461	4.443	6.817	0.008	0.855
Mollisol	0.135	0.115	42.417	82.798	13.605	0.002	0.097	0.852	0.36	0.031	0.487	0.422	0.157	0.322	0.045	1.668	663.953	2.581	15.493	0.006	0.896
Mollisol	0.135	1.177	47.593	27.461	18.068	0.003	0.061	0.97	0.012	0.038	0.352	0.556	0.181	0.619	0.038	1.184	987.274	4.973	6.337	0.004	0.976
Mollisol	0.135	1.182	47.215	27.288	17.876	0.003	0.061	0.97	0.015	0.038	0.352	0.554	0.181	0.618	0.038	1.182	987.949	4.997	6.373	0.004	0.976
Mollisol	0.135	1.182	47.528	27.316	17.945	0.003	0.061	0.968	0.012	0.038	0.352	0.554	0.181	0.616	0.038	1.209	986.345	4.992	6.345	0.004	0.976
Mollisol	0.135	1.188	47.609	27.19	17.92	0.003	0.06	0.966	0.011	0.038	0.352	0.554	0.182	0.614	0.038	1.235	984.463	4.999	6.312	0.004	0.976
Mollisol	0.135	2.466	43.736	38.204	9.776	0.002	0.075	0.89	0.539	0.033	0.395	0.478	0.17	0.431	0.048	0.732	723.823	3.895	15.755	0.004	0.658
Mollisol	0.135	2.478	44.47	32.073	9.042	0.002	0.077	0.91	0.557	0.033	0.419	0.47	0.166	0.44	0.05	0.676	740.764	4.066	15.693	0.004	0.68
Mollisol	0.135	0.277	42.728	39.714	6.728	0.007	0.043	0.907	0.558	0.045	0.4	0.518	0.161	0.606	0.047	1.948	277.655	3.147	10.183	0.006	0.764
Mollisol	0.135	0.24	41.75	38.585	6.882	0.007	0.042	0.906	0.551	0.044	0.389	0.516	0.162	0.591	0.048	1.943	284.619	3.141	10.529	0.006	0.755
Mollisol	0.135	0.714	49.608	67.275	65.306	0.003	0.1	0.956	0.021	0.042	0.499	0.36	0.125	0.325	0.067	0.779	286.182	4.315	15.717	0.005	0.984
Mollisol	0.135	2.104	35.921	99.321	14.353	0.005	0.077	0.85	0.348	0.045	0.426	0.498	0.153	0.543	0.061	1.997	781.123	1.866	15.929	0.005	0.954
Mollisol	0.135	2.111	36.045	99.076	14.671	0.005	0.076	0.851	0.348	0.045	0.428	0.498	0.152	0.542	0.06	1.999	782.864	1.866	15.975	0.005	0.955
Mollisol	0.135	2.131	36.42	98.769	14.404	0.005	0.074	0.852	0.362	0.047	0.44	0.498	0.149	0.536	0.058	1.999	790.897	1.874	15.923	0.005	0.96
Mollisol	0.135	2.139	36.532	97.91	14.977	0.005	0.072	0.853	0.354	0.048	0.436	0.498	0.149	0.534	0.057	1.997	785.069	1.881	15.923	0.004	0.963
Mollisol	0.135	2.049	33.746	69.588	9.547	0.007	0.061	0.916	0.171	0.042	0.423	0.513	0.159	0.667	0.073	0.793	230.431	2.092	9.998	0.003	0.954
Mollisol	0.135	2.297	35.847	75.065	5.599	0.004	0.08	0.857	0.793	0.025	0.42	0.4	0.17	0.229	0.079	0.604	346.317	4.172	14.121	0.005	0.636
Mollisol	0.135	0.763	39.067	25.52	13.177	0.006	0.098	0.957	0.519	0.045	0.451	0.51	0.156	0.563	0.05	1.486	464.738	4.132	10.253	0.006	0.837
Mollisol	0.136	2.405	31.669	71.592	4.33	0.005	0.061	0.898	0.579	0.044	0.489	0.464	0.148	0.386	0.093	1.741	998.98	4.414	8.639	0.009	0.528
Mollisol	0.136	2.405	31.669	71.592	4.33	0.005	0.061	0.898	0.579	0.044	0.489	0.464	0.148	0.386	0.093	1.741	998.98	4.414	8.639	0.009	0.528
Mollisol	0.136	1.504	40.48	5.295	1.14	0.001	0.039	0.902	0.492	0.042	0.417	0.457	0.158	0.934	0.02	0.55	361.012	4.817	13.549	0.004	0.74
Mollisol	0.136	0.293	47.821	37.563	30.846	0.003	0.1	1	0.03	0.029	0.283	0.527	0.2	0.38	0.018	1.348	246.798	4.981	5.88	0.01	0.99
Mollisol	0.136	1.131	43.171	43.323	1.302	0.002	0.012	0.892	0.379	0.012	0.256	0.412	0.239	0.28	0.048	0.955	442.567	4.359	8.861	0.005	0.982
Mollisol	0.136	1.131	43.171	43.323	1.302	0.002	0.012	0.892	0.379	0.012	0.256	0.412	0.239	0.28	0.048	0.955	442.567	4.359	8.861	0.005	0.982
Mollisol	0.136	1.13	43.426	43.84	1.341	0.002	0.013	0.895	0.377	0.011	0.255	0.414	0.239	0.288	0.048	0.973	438.344	4.324	8.878	0.005	0.983
Mollisol	0.136	1.131	43.337	43.848	1.356	0.002	0.012	0.896	0.375	0.011	0.254	0.414	0.24	0.288	0.048	0.965	439.116	4.343	8.897	0.005	0.981
Mollisol	0.136	1.129	43.604	44.374	1.401	0.002	0.013	0.898	0.373	0.011	0.253	0.414	0.24	0.297	0.048	0.976	434.909	4.309	8.908	0.005	0.982
Mollisol	0.136	1.13	43.511	44.186	1.371	0.002	0.013	0.898	0.374	0.011	0.252	0.416	0.24	0.292	0.048	0.977	436.329	4.319	8.909	0.005	0.981
Mollisol	0.136	1.13	43.511	44.186	1.371	0.002	0.013	0.898	0.374	0.011	0.252	0.416	0.24	0.292	0.048	0.977	436.329	4.319	8.909	0.005	0.981
Mollisol	0.136	1.131	43.468	44.09	1.37	0.002	0.013	0.898	0.374	0.011	0.252	0.416	0.24	0.29	0.048	0.977	437.168	4.325	8.915	0.005	0.981
Mollisol	0.136	1.131	43.455	44.039	1.368	0.002	0.013	0.897	0.374	0.011	0.253	0.416	0.24	0.29	0.048	0.974	437.484	4.327	8.909	0.005	0.981
Mollisol	0.136	1.13	43.528	44.224	1.387	0.002	0.013	0.898	0.373	0.011	0.252	0.416	0.24	0.293	0.048	0.978	436.172	4.319	8.916	0.005	0.981
Mollisol	0.136	1.13	43.555	44.268	1.393	0.002	0.013	0.898	0.373	0.011	0.252	0.416	0.24	0.294	0.048	0.978	435.732	4.316	8.918	0.005	0.982
Mollisol	0.136	1.131	43.542	44.236	1.395	0.002	0.013	0.898	0.373	0.011	0.252	0.416	0.24	0.294	0.048	0.978	436.054	4.318	8.919	0.005	0.982
Mollisol	0.136	1.131	43.568	44.317	1.402	0.002	0.013	0.898	0.372	0.011	0.252	0.416	0.24	0.295	0.048	0.981	435.595	4.314	8.924	0.005	0.982
Mollisol	0.136	1.131	43.534	44.364	1.412	0.002	0.013	0.898	0.371	0.011	0.251	0.416	0.24	0.295	0.048	0.983	436.218	4.32	8.942	0.005	0.981
Mollisol	0.136	1.132	43.476	44.347	1.415	0.002	0.013	0.898	0.37	0.011	0.251	0.417	0.241	0.294	0.048	0.984	436.998	4.328	8.953	0.005	0.98
Mollisol	0.136	1.132	43.555	44.914	1.483	0.002	0.013	0.9	0.364	0.011	0.248	0.418	0.242	0.301	0.048	0.999	435.64	4.324	9.016	0.005	0.979
Mollisol	0.136	1.132	43.555	44.914	1.483	0.002	0.013	0.9	0.364	0.011	0.248	0.418	0.242	0.301	0.048	0.999	435.64	4.324	9.016	0.005	0.979
Mollisol	0.136	1.132	43.671	45.334	1.529	0.002	0.014	0.902	0.36	0.011	0.247	0.418	0.243	0.307	0.048	1.009	433.755	4.312	9.05	0.005	0.979
Mollisol	0.136	1.131	43.714	45.352	1.525	0.002	0.014	0.902	0.361	0.011	0.247	0.418	0.242	0.308	0.048	1.008	432.922	4.306	9.037	0.005	0.979
Mollisol	0.136	1.576	33.506	27.667	12.381	0.01	0.072	0.98	0.324	0.049	0.412	0.523	0.163	0.476	0.097	1.485	589.623	4.861	8.245	0.009	0.904
Mollisol	0.136	1.576	33.506	27.667	12.381	0.01	0.072	0.98	0.324	0.049	0.412	0.523	0.163	0.476	0.097	1.485	589.623	4.861	8.245	0.009	0.904
Mollisol	0.136	0.681	24.606	68.766	1.053	0.004	0.029	0.921	0.626	0.018	0.295	0.438	0.209	0.385	0.098	1.613	794.214	3.902	15.991	0.004	0.747
Mollisol	0.136	2.084	44.134	38.162	3.793	0.005	0.014	0.939	0.316	0.049	0.431	0.529	0.154	0.616	0.052	1.461	508.753	1.371	15.31	0.007	0.971
Mollisol	0.136	0.57	42.43	58.331	9.334	0.003	0.062	0.887	0.287	0.032	0.377	0.448	0.166	0.467	0.046	1.869	655.073	2.564	14.286	0.005	0.728
Mollisol	0.136	1.839	28.121	89.375	15.451	0.006	0.088	0.969	0.019	0.045	0.359	0.553	0.17	0.665	0.092	1.172	808.043	1.826	9.515	0.003	0.944
Mollisol	0.136	2.785	33.217	56.433	8.423	0.01	0.081	0.915	0.529	0.05	0.403	0.537	0.158	0.639	0.07	1.965	626.843	4.451	6.805	0.009	0.765
Mollisol	0.136	2.776	33.309	56.423	8.814	0.01	0.082	0.917	0.535	0.05	0.402	0.537	0.158	0.636	0.071	1.927	628.889	4.439	6.921	0.009	0.764
Mollisol	0.136	0.833	43.66	15.739	4.323	0.007	0.031	0.93	0.01	0.021	0.305	0.504	0.217	0.669	0.056	1.536	262.406	1.686	12.43	0.003	0.961
Mollisol	0.136	0.832	43.695	15.742	4.319	0.007	0.031	0.93	0.01	0.021	0.305	0.504	0.216	0.668	0.056	1.536	261.866	1.687	12.477	0.003	0.961
Mollisol	0.136	0.83	43.658	15.748	4.306	0.007	0.03	0.927	0.011	0.021	0.304	0.503	0.217	0.668	0.056	1.543	256.41	1.689	12.66	0.003	0.96
Mollisol	0.136	0.829	43.737	15.804	4.28	0.007	0.029	0.929	0.011	0.021	0.304	0.503	0.217	0.668	0.056	1.545	255.73	1.697	12.683	0.003	0.96
Mollisol	0.136	0.828	43.778	15.711	4.292	0.007	0.03	0.926	0.011	0.021	0.303	0.503	0.217	0.662	0.056	1.545	256.057	1.698	12.737	0.003	0.961
Mollisol	0.136	0.826	43.832	15.732	4.297	0.007	0.029	0.927	0.011	0.021	0.303	0.503	0.216	0.661	0.056	1.543	256.553	1.694	12.785	0.003	0.961
Mollisol	0.136	0.815	44.573	15.844	4.162	0.007	0.026	0.926	0.012	0.021	0.299	0.507	0.218	0.638	0.056	1.564	252.047	1.762	13.16	0.003	0.961
Mollisol	0.136	2.985	36.379	58.824	10.331	0.006	0.061	0.916	0.476	0.027	0.309	0.478	0.191	0.471	0.053	0.917	214.067	4.493	12.694	0.006	0.981
Mollisol	0.136	2.994	36.546	58.552	10.051	0.006	0.062	0.917	0.47	0.026	0.313	0.472	0.191	0.479	0.054	0.925	211.093	4.475	12.64	0.006	0.983
Mollisol	0.136	0.111	43.197	83.015	13.937	0.002	0.096	0.847	0.406	0.031	0.47	0.422	0.158	0.338	0.044	1.665	669.822	2.592	15.55	0.006	0.887
Mollisol	0.136	1.18	47.18	27.582	17.789	0.003	0.062	0.972	0.024	0.038	0.353	0.557	0.182	0.628	0.038	1.146	989.605	4.939	6.404	0.004	0.976
Mollisol	0.136	1.173	47.28	27.527	17.96	0.003	0.062	0.971	0.018	0.038	0.353	0.556	0.182	0.625	0.038	1.149	989.549	4.953	6.36	0.004	0.976
Mollisol	0.136	1.173	47.391	27.536	18.086	0.003	0.061	0.973	0.016	0.038	0.353	0.555	0.181	0.62	0.038	1.154	989.879	4.977	6.428	0.004	0.976
Mollisol	0.136	0.29	43.12	40.113	7.046	0.007	0.044	0.907	0.555	0.045	0.404	0.52	0.161	0.608	0.046	1.956	275.323	3.147	9.89	0.006	0.768
Mollisol	0.136	0.709	49.655	66.615	73.735	0.003	0.1	0.935	0.015	0.043	0.499	0.361	0.125	0.316	0.067	0.785	302.745	4.327	15.069	0.005	0.986
Mollisol	0.136	2.067	37.629	98.606	14.743	0.005	0.08	0.847	0.317	0.04	0.397	0.498	0.161	0.555	0.062	1.961	731.997	1.877	15.959	0.004	0.951
Mollisol	0.136	2.083	36.142	99.524	15.14	0.005	0.079	0.849	0.332	0.043	0.411	0.499	0.156	0.549	0.062	1.987	778.84	1.862	15.934	0.005	0.952
Mollisol	0.136	2.083	35.517	99.647	14.409	0.005	0.08	0.849	0.334	0.043	0.413	0.498	0.156	0.548	0.063	1.986	785.359	1.86	15.988	0.005	0.95
Mollisol	0.136	2.087	35.737	99.912	14.4	0.005	0.079	0.849	0.339	0.044	0.418	0.499	0.155	0.548	0.062	1.994	778.86	1.861	15.962	0.005	0.951
Mollisol	0.136	2.097	35.652	99.191	14.587	0.005	0.077	0.85	0.338	0.044	0.42	0.498	0.154	0.544	0.061	1.998	775.953	1.864	15.981	0.005	0.952
Mollisol	0.136	2.238	34.992	74.57	4.631	0.004	0.077	0.869	0.785	0.025	0.433	0.397	0.168	0.243	0.082	0.561	359.775	4.128	13.882	0.005	0.618
Mollisol	0.136	0.749	39.664	28.501	14.601	0.006	0.098	0.956	0.531	0.043	0.441	0.509	0.154	0.545	0.051	1.464	477.135	4.051	10.507	0.006	0.874
Mollisol	0.137	1.416	13.136	38.877	3.306	0.003	0.027	0.958	0.101	0.036	0.331	0.522	0.176	0.625	0.033	0.667	278.321	4.993	3.797	0.006	0.989
Mollisol	0.137	1.417	13.446	39.014	3.373	0.003	0.028	0.96	0.104	0.036	0.33	0.523	0.177	0.626	0.033	0.666	279.118	4.99	3.831	0.006	0.989
Mollisol	0.137	1.417	13.69	39.072	3.41	0.003	0.028	0.96	0.105	0.036	0.33	0.523	0.177	0.627	0.033	0.667	279.4	4.986	3.853	0.006	0.989
Mollisol	0.137	1.417	13.607	39.016	3.368	0.003	0.028	0.96	0.103	0.036	0.331	0.523	0.176	0.627	0.033	0.669	279.328	4.985	3.837	0.006	0.988
Mollisol	0.137	1.416	13.501	38.986	3.339	0.003	0.028	0.959	0.102	0.036	0.331	0.523	0.176	0.627	0.033	0.669	279.014	4.985	3.825	0.006	0.988
Mollisol	0.137	1.416	13.483	38.959	3.315	0.003	0.028	0.959	0.101	0.036	0.331	0.522	0.176	0.627	0.033	0.671	278.776	4.984	3.818	0.006	0.988
Mollisol	0.137	1.416	13.516	38.981	3.318	0.003	0.028	0.959	0.102	0.036	0.331	0.523	0.176	0.627	0.033	0.671	278.862	4.983	3.821	0.006	0.988
Mollisol	0.137	1.416	13.449	38.96	3.298	0.003	0.028	0.959	0.101	0.036	0.331	0.523	0.176	0.626	0.033	0.67	278.779	4.984	3.814	0.006	0.988
Mollisol	0.137	1.539	41.307	4.686	1.881	0.001	0.04	0.863	0.498	0.042	0.416	0.448	0.159	0.913	0.023	0.589	370.833	4.821	12.872	0.004	0.73
Mollisol	0.137	2.653	39.895	97.393	11.045	0.0001	0.084	0.996	0.288	0.042	0.369	0.532	0.169	0.595	0.019	0.283	875.447	3.551	15.704	0.003	0.532
Mollisol	0.137	2.65	39.836	97.354	11.087	0.0001	0.084	0.997	0.289	0.042	0.37	0.532	0.169	0.595	0.019	0.284	881.479	3.544	15.705	0.003	0.533
Mollisol	0.137	2.646	39.699	97.444	11.055	0.0001	0.083	0.998	0.292	0.042	0.37	0.534	0.168	0.595	0.019	0.283	892.78	3.531	15.7	0.003	0.536
Mollisol	0.137	2.651	39.613	97.872	10.951	0.0001	0.082	0.997	0.294	0.042	0.37	0.535	0.169	0.593	0.018	0.281	880.344	3.529	15.682	0.003	0.538
Mollisol	0.137	2.649	39.567	97.812	10.902	0.0001	0.081	0.998	0.296	0.042	0.371	0.535	0.169	0.593	0.018	0.281	879.765	3.513	15.689	0.003	0.54
Mollisol	0.137	2.635	39.393	97.706	10.968	0.0001	0.08	0.998	0.3	0.043	0.372	0.535	0.168	0.593	0.018	0.28	905.898	3.483	15.716	0.003	0.541
Mollisol	0.137	2.635	39.393	97.706	10.968	0.0001	0.08	0.998	0.3	0.043	0.372	0.535	0.168	0.593	0.018	0.28	905.898	3.483	15.716	0.003	0.541
Mollisol	0.137	2.636	39.395	97.774	10.919	0.0001	0.079	0.998	0.3	0.043	0.371	0.536	0.168	0.592	0.018	0.28	894.245	3.472	15.709	0.003	0.544
Mollisol	0.137	2.635	39.344	97.765	10.887	0.0001	0.079	0.999	0.301	0.043	0.372	0.537	0.168	0.591	0.018	0.281	894.345	3.463	15.706	0.003	0.546
Mollisol	0.137	2.633	39.312	97.697	10.873	0.0001	0.079	0.999	0.302	0.043	0.372	0.537	0.168	0.591	0.018	0.281	896.286	3.45	15.715	0.003	0.547
Mollisol	0.137	2.637	39.37	97.811	10.868	0.0001	0.079	0.998	0.301	0.043	0.372	0.536	0.168	0.591	0.018	0.28	888.939	3.467	15.707	0.003	0.545
Mollisol	0.137	2.63	39.257	97.582	10.881	0.0001	0.078	0.999	0.303	0.043	0.372	0.537	0.168	0.591	0.018	0.281	904.467	3.439	15.723	0.003	0.548
Mollisol	0.137	2.628	39.254	97.58	10.883	0.0001	0.078	0.999	0.303	0.043	0.373	0.537	0.168	0.591	0.018	0.281	904.606	3.434	15.725	0.003	0.548
Mollisol	0.137	2.628	39.254	97.58	10.883	0.0001	0.078	0.999	0.303	0.043	0.373	0.537	0.168	0.591	0.018	0.281	904.606	3.434	15.725	0.003	0.548
Mollisol	0.137	2.629	39.259	97.611	10.877	0.0001	0.078	0.999	0.303	0.043	0.372	0.537	0.168	0.591	0.018	0.28	902.225	3.436	15.723	0.003	0.548
Mollisol	0.137	2.631	39.288	97.652	10.878	0.0001	0.078	0.999	0.303	0.043	0.372	0.537	0.168	0.591	0.018	0.28	900.441	3.445	15.72	0.003	0.547
Mollisol	0.137	1.131	42.827	42.718	1.181	0.002	0.011	0.891	0.384	0.012	0.257	0.411	0.238	0.267	0.048	0.934	447.675	4.408	8.816	0.005	0.979
Mollisol	0.137	1.13	43.031	43.023	1.241	0.002	0.012	0.893	0.382	0.012	0.257	0.413	0.239	0.274	0.048	0.957	444.275	4.366	8.835	0.005	0.981
Mollisol	0.137	1.13	43.151	43.153	1.255	0.002	0.012	0.893	0.381	0.012	0.258	0.413	0.239	0.277	0.048	0.967	443.076	4.342	8.833	0.005	0.983
Mollisol	0.137	0.638	24.319	68.291	1.034	0.004	0.032	0.911	0.636	0.017	0.289	0.438	0.214	0.382	0.096	1.618	789.907	3.731	15.992	0.004	0.749
